Year,type,Category,Dollars,Category_name
2002,rev,42,1177.66339353,MOTOR VEHICLE AND OPERATORS
2002,rev,48,540.31126469,RIVERBOAT WAGERING TAXES
2002,rev,54,250.13616222,GIFTS AND BEQUESTS
2002,rev,57,4578.864234029999,FEDERAL OTHER
2002,rev,58,4484.163175,FEDERAL MEDICAID
2002,rev,59,995.88892412,FEDERAL TRANSPORTATION
2002,rev,78,1181.9231436100001,ALL OTHER SOURCES
2003,rev,02,6095.88299152,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2003,rev,03,936.2045345600002,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2003,rev,06,8227.82825575,"SALES TAXES, gross of local share"
2003,rev,09,1373.7878621300001,"MOTOR FUEL TAX, gross of local share, net of refunds"
2003,rev,12,1439.25176115,"PUBLIC UTILITY TAXES, gross of PPRT"
2003,rev,15,699.75122168,CIGARETTE TAXES
2003,rev,18,122.76700165999999,LIQUOR GALLONAGE TAXES
2003,rev,21,230.39800558,INHERITANCE TAX
2003,rev,24,369.55262021999994,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2003,rev,27,147.42889426,CORP FRANCHISE TAXES & FEES
2003,rev,31,817.97644467,MEDICAL PROVIDER ASSESSMENTS
2003,rev,33,817.04459676,LOTTERY RECEIPTS
2003,rev,35,249.17407289000002,OTHER TAXES
2003,rev,36,742.14375061,RECEIPTS FROM REVENUE PRODUCNG
2003,rev,39,553.76076774,"LICENSES, FEES & REGISTRATIONS"
2003,rev,42,1107.27569317,MOTOR VEHICLE AND OPERATORS
2003,rev,48,615.99417109,RIVERBOAT WAGERING TAXES
2003,rev,54,351.07418306,GIFTS AND BEQUESTS
2003,rev,57,5012.4304522,FEDERAL OTHER
2003,rev,58,4673.565524,FEDERAL MEDICAID
2003,rev,59,846.3241898499999,FEDERAL TRANSPORTATION
2003,rev,78,1200.4886510699998,ALL OTHER SOURCES
2004,rev,02,6170.381362099999,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2004,rev,03,987.39500794,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2004,rev,06,8636.674562870001,"SALES TAXES, gross of local share"
2004,rev,09,1405.89468027,"MOTOR FUEL TAX, gross of local share, net of refunds"
2004,rev,12,1536.12153248,"PUBLIC UTILITY TAXES, gross of PPRT"
2004,rev,15,760.22728436,CIGARETTE TAXES
2004,rev,18,126.7708251,LIQUOR GALLONAGE TAXES
2004,rev,21,214.73488168,INHERITANCE TAX
2004,rev,24,470.40779178,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2004,rev,27,169.40772086,CORP FRANCHISE TAXES & FEES
2004,rev,31,901.1003701000001,MEDICAL PROVIDER ASSESSMENTS
2004,rev,33,879.90447738,LOTTERY RECEIPTS
2004,rev,35,281.22354608,OTHER TAXES
2004,rev,36,866.08120676,RECEIPTS FROM REVENUE PRODUCNG
2004,rev,39,812.37250069,"LICENSES, FEES & REGISTRATIONS"
2004,rev,42,1161.74228229,MOTOR VEHICLE AND OPERATORS
2004,rev,48,708.20930996,RIVERBOAT WAGERING TAXES
2004,rev,54,538.6649821799999,GIFTS AND BEQUESTS
2004,rev,57,5565.79542783,FEDERAL OTHER
2004,rev,58,6359.505718,FEDERAL MEDICAID
2004,rev,59,998.6016088800001,FEDERAL TRANSPORTATION
2004,rev,78,1116.09240658,ALL OTHER SOURCES
2005,rev,02,6935.97003711,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2005,rev,03,1604.3462577,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2005,rev,06,8980.95868171,"SALES TAXES, gross of local share"
2005,rev,09,1419.8725139899998,"MOTOR FUEL TAX, gross of local share, net of refunds"
2005,rev,12,1501.03244609,"PUBLIC UTILITY TAXES, gross of PPRT"
2005,rev,15,656.4726572000001,CIGARETTE TAXES
2005,rev,18,147.23757933000002,LIQUOR GALLONAGE TAXES
2005,rev,21,301.42127426,INHERITANCE TAX
2005,rev,24,432.6171584,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2005,rev,27,189.70325174,CORP FRANCHISE TAXES & FEES
2005,rev,31,1601.3355031800002,MEDICAL PROVIDER ASSESSMENTS
2005,rev,33,903.4690904,LOTTERY RECEIPTS
2005,rev,35,315.96204826999997,OTHER TAXES
2005,rev,36,823.60362002,RECEIPTS FROM REVENUE PRODUCNG
2005,rev,39,875.9697850900001,"LICENSES, FEES & REGISTRATIONS"
2005,rev,42,1168.75717146,MOTOR VEHICLE AND OPERATORS
2005,rev,48,751.66480425,RIVERBOAT WAGERING TAXES
2005,rev,54,627.4336855299999,GIFTS AND BEQUESTS
2005,rev,57,5313.030271930001,FEDERAL OTHER
2005,rev,58,5853.287827,FEDERAL MEDICAID
2005,rev,59,1001.76890581,FEDERAL TRANSPORTATION
2005,rev,78,1267.1951046400002,ALL OTHER SOURCES
2006,rev,02,7537.442891500001,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2006,rev,03,2061.1800976100003,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2006,rev,06,9638.33434263,"SALES TAXES, gross of local share"
2006,rev,09,1430.0524012100002,"MOTOR FUEL TAX, gross of local share, net of refunds"
2006,rev,12,1549.56316699,"PUBLIC UTILITY TAXES, gross of PPRT"
2006,rev,15,640.3340616900001,CIGARETTE TAXES
2006,rev,18,152.29980713999998,LIQUOR GALLONAGE TAXES
2006,rev,21,263.12164236999996,INHERITANCE TAX
2006,rev,24,403.41642145000003,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2006,rev,27,189.12766363,CORP FRANCHISE TAXES & FEES
2006,rev,31,889.6801049400001,MEDICAL PROVIDER ASSESSMENTS
2006,rev,33,981.06350821,LOTTERY RECEIPTS
2006,rev,35,344.70263651,OTHER TAXES
2006,rev,36,878.30287548,RECEIPTS FROM REVENUE PRODUCNG
2006,rev,39,808.43597915,"LICENSES, FEES & REGISTRATIONS"
2006,rev,42,1295.8877350999999,MOTOR VEHICLE AND OPERATORS
2006,rev,48,766.52790823,RIVERBOAT WAGERING TAXES
2006,rev,54,728.4933847,GIFTS AND BEQUESTS
2006,rev,57,5210.83298897,FEDERAL OTHER
2006,rev,58,5996.508283939999,FEDERAL MEDICAID
2006,rev,59,1141.15335209,FEDERAL TRANSPORTATION
2006,rev,78,1592.73282355,ALL OTHER SOURCES
2007,rev,02,8270.77771455,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2007,rev,03,2644.6063210599996,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2007,rev,06,9785.236293709999,"SALES TAXES, gross of local share"
2007,rev,09,1439.74362048,"MOTOR FUEL TAX, gross of local share, net of refunds"
2007,rev,12,1604.1786106,"PUBLIC UTILITY TAXES, gross of PPRT"
2007,rev,15,638.7958567200001,CIGARETTE TAXES
2007,rev,18,155.68040566,LIQUOR GALLONAGE TAXES
2007,rev,21,255.39537929000002,INHERITANCE TAX
2007,rev,24,406.41714458,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2007,rev,27,201.36560369,CORP FRANCHISE TAXES & FEES
2007,rev,31,1528.86352527,MEDICAL PROVIDER ASSESSMENTS
2007,rev,33,956.90566545,LOTTERY RECEIPTS
2007,rev,35,347.60109998,OTHER TAXES
2007,rev,36,1108.44483147,RECEIPTS FROM REVENUE PRODUCNG
2007,rev,39,794.3925912000001,"LICENSES, FEES & REGISTRATIONS"
2007,rev,42,1288.0728796699998,MOTOR VEHICLE AND OPERATORS
2007,rev,48,763.91749265,RIVERBOAT WAGERING TAXES
2007,rev,54,401.66252983,GIFTS AND BEQUESTS
2007,rev,57,5523.92406363,FEDERAL OTHER
2007,rev,58,6420.81657125,FEDERAL MEDICAID
2007,rev,59,1159.12136956,FEDERAL TRANSPORTATION
2007,rev,78,2119.1174041,ALL OTHER SOURCES
2008,rev,02,9105.354392459998,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2008,rev,03,2934.79023362,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2008,rev,06,9993.849863950001,"SALES TAXES, gross of local share"
2008,rev,09,1318.6547781,"MOTOR FUEL TAX, gross of local share, net of refunds"
2008,rev,12,1635.5312374100001,"PUBLIC UTILITY TAXES, gross of PPRT"
2008,rev,15,613.65044847,CIGARETTE TAXES
2008,rev,18,158.06612816999998,LIQUOR GALLONAGE TAXES
2008,rev,21,363.79770984000004,INHERITANCE TAX
2008,rev,24,399.21719261,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2008,rev,27,234.49218889,CORP FRANCHISE TAXES & FEES
2008,rev,31,2189.18955154,MEDICAL PROVIDER ASSESSMENTS
2008,rev,33,991.73254493,LOTTERY RECEIPTS
2008,rev,35,339.10373886,OTHER TAXES
2008,rev,36,910.89907023,RECEIPTS FROM REVENUE PRODUCNG
2008,rev,39,835.74432448,"LICENSES, FEES & REGISTRATIONS"
2008,rev,42,1301.54455822,MOTOR VEHICLE AND OPERATORS
2008,rev,48,639.86511133,RIVERBOAT WAGERING TAXES
2008,rev,54,428.39486643,GIFTS AND BEQUESTS
2008,rev,57,5424.68992493,FEDERAL OTHER
2008,rev,58,6888.9042975,FEDERAL MEDICAID
2008,rev,59,1366.73868044,FEDERAL TRANSPORTATION
2008,rev,78,1908.91665727,ALL OTHER SOURCES
2009,rev,02,7857.91925501,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2009,rev,03,2539.64764213,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2009,rev,06,9298.43626611,"SALES TAXES, gross of local share"
2009,rev,09,1451.39313651,"MOTOR FUEL TAX, gross of local share, net of refunds"
2009,rev,12,1666.68127417,"PUBLIC UTILITY TAXES, gross of PPRT"
2009,rev,15,582.3265889099999,CIGARETTE TAXES
2009,rev,18,157.62122275,LIQUOR GALLONAGE TAXES
2009,rev,21,278.73998346999997,INHERITANCE TAX
2009,rev,24,439.4030113,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2009,rev,27,209.82929520999997,CORP FRANCHISE TAXES & FEES
2009,rev,31,1723.94564901,MEDICAL PROVIDER ASSESSMENTS
2009,rev,33,988.5008575500001,LOTTERY RECEIPTS
2009,rev,35,284.02882542000003,OTHER TAXES
2009,rev,36,876.78650939,RECEIPTS FROM REVENUE PRODUCNG
2009,rev,39,756.76038089,"LICENSES, FEES & REGISTRATIONS"
2009,rev,42,1302.28596386,MOTOR VEHICLE AND OPERATORS
2009,rev,48,506.89941830000004,RIVERBOAT WAGERING TAXES
2009,rev,54,488.73209999,GIFTS AND BEQUESTS
2009,rev,57,7950.31733342,FEDERAL OTHER
2009,rev,58,7043.2293705,FEDERAL MEDICAID
2009,rev,59,1383.9407853500002,FEDERAL TRANSPORTATION
2009,rev,78,1835.47283923,ALL OTHER SOURCES
2010,rev,02,7174.1028657,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2010,rev,03,2195.77824414,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2010,rev,06,8789.064695,"SALES TAXES, gross of local share"
2010,rev,09,1318.2120912699997,"MOTOR FUEL TAX, gross of local share, net of refunds"
2010,rev,12,1571.65448305,"PUBLIC UTILITY TAXES, gross of PPRT"
2010,rev,15,581.81664598,CIGARETTE TAXES
2010,rev,18,175.85254150999998,LIQUOR GALLONAGE TAXES
2010,rev,21,243.37897847,INHERITANCE TAX
2010,rev,24,425.12647332999995,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2010,rev,27,216.44339845,CORP FRANCHISE TAXES & FEES
2010,rev,31,1574.87157598,MEDICAL PROVIDER ASSESSMENTS
2010,rev,33,1070.52556385,LOTTERY RECEIPTS
2010,rev,35,259.53098586,OTHER TAXES
2010,rev,36,886.53099724,RECEIPTS FROM REVENUE PRODUCNG
2010,rev,39,830.5223332999999,"LICENSES, FEES & REGISTRATIONS"
2010,rev,42,1369.98969485,MOTOR VEHICLE AND OPERATORS
2010,rev,48,442.01775380000004,RIVERBOAT WAGERING TAXES
2010,rev,54,560.36136551,GIFTS AND BEQUESTS
2010,rev,57,9052.4480031,FEDERAL OTHER
2010,rev,58,7326.5334165,FEDERAL MEDICAID
2010,rev,59,1885.4697107199997,FEDERAL TRANSPORTATION
2010,rev,78,1619.19519237,ALL OTHER SOURCES
2011,rev,02,9694.39050858,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2011,rev,03,2964.54946943,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2011,rev,06,9513.531541879998,"SALES TAXES, gross of local share"
2011,rev,09,1296.4166154299999,"MOTOR FUEL TAX, gross of local share, net of refunds"
2011,rev,12,1624.16839028,"PUBLIC UTILITY TAXES, gross of PPRT"
2011,rev,15,588.26663329,CIGARETTE TAXES
2011,rev,18,182.26071769,LIQUOR GALLONAGE TAXES
2011,rev,21,122.24361025,INHERITANCE TAX
2011,rev,24,422.42651293,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2011,rev,27,215.04237085999998,CORP FRANCHISE TAXES & FEES
2011,rev,31,1634.99420377,MEDICAL PROVIDER ASSESSMENTS
2011,rev,33,1091.02120474,LOTTERY RECEIPTS
2011,rev,35,282.21145687,OTHER TAXES
2011,rev,36,1324.59909719,RECEIPTS FROM REVENUE PRODUCNG
2011,rev,39,866.02642368,"LICENSES, FEES & REGISTRATIONS"
2011,rev,42,1493.52598723,MOTOR VEHICLE AND OPERATORS
2011,rev,48,443.1811121,RIVERBOAT WAGERING TAXES
2011,rev,54,912.7283426900001,GIFTS AND BEQUESTS
2011,rev,57,8378.65026943,FEDERAL OTHER
2011,rev,58,8124.2366335,FEDERAL MEDICAID
2011,rev,59,1915.92925921,FEDERAL TRANSPORTATION
2011,rev,78,1366.10123473,ALL OTHER SOURCES
2012,rev,02,14145.15175807,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2012,rev,03,2707.63721308,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2012,rev,06,10002.663751850001,"SALES TAXES, gross of local share"
2012,rev,09,1270.6527901099998,"MOTOR FUEL TAX, gross of local share, net of refunds"
2012,rev,12,1480.6875609400001,"PUBLIC UTILITY TAXES, gross of PPRT"
2012,rev,15,606.42173985,CIGARETTE TAXES
2012,rev,18,279.2704248,LIQUOR GALLONAGE TAXES
2012,rev,21,226.50957926,INHERITANCE TAX
2012,rev,24,443.48220215,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2012,rev,27,199.60711452,CORP FRANCHISE TAXES & FEES
2012,rev,31,1677.44122206,MEDICAL PROVIDER ASSESSMENTS
2012,rev,33,1272.6934683600002,LOTTERY RECEIPTS
2012,rev,35,298.21622198,OTHER TAXES
2012,rev,36,1693.62570774,RECEIPTS FROM REVENUE PRODUCNG
2012,rev,39,1026.86842061,"LICENSES, FEES & REGISTRATIONS"
2012,rev,42,1497.9516536800002,MOTOR VEHICLE AND OPERATORS
2012,rev,48,490.83917472,RIVERBOAT WAGERING TAXES
2012,rev,54,673.91949959,GIFTS AND BEQUESTS
2012,rev,57,6413.799999,FEDERAL OTHER
2012,rev,58,6528.295469,FEDERAL MEDICAID
2012,rev,59,1844.5266901199998,FEDERAL TRANSPORTATION
2012,rev,78,1194.47530911,ALL OTHER SOURCES
2013,rev,02,14804.314450159998,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2013,rev,03,3923.8258205399998,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2013,rev,06,10235.63980828,"SALES TAXES, gross of local share"
2013,rev,09,1241.85447511,"MOTOR FUEL TAX, gross of local share, net of refunds"
2013,rev,12,1506.93880722,"PUBLIC UTILITY TAXES, gross of PPRT"
2013,rev,15,856.33797262,CIGARETTE TAXES
2013,rev,18,279.92998955,LIQUOR GALLONAGE TAXES
2013,rev,21,279.88089174000004,INHERITANCE TAX
2013,rev,24,454.13061919999996,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2013,rev,27,212.87555718000002,CORP FRANCHISE TAXES & FEES
2013,rev,31,1656.30021243,MEDICAL PROVIDER ASSESSMENTS
2013,rev,33,1379.16294346,LOTTERY RECEIPTS
2013,rev,35,349.5113458100001,OTHER TAXES
2013,rev,36,1985.9642045399999,RECEIPTS FROM REVENUE PRODUCNG
2013,rev,39,1131.23333676,"LICENSES, FEES & REGISTRATIONS"
2013,rev,42,1462.17352145,MOTOR VEHICLE AND OPERATORS
2013,rev,48,515.70926705,RIVERBOAT WAGERING TAXES
2013,rev,54,780.08431341,GIFTS AND BEQUESTS
2013,rev,57,6268.954413840001,FEDERAL OTHER
2013,rev,58,8285.53164422,FEDERAL MEDICAID
2013,rev,59,1704.99158732,FEDERAL TRANSPORTATION
2013,rev,78,1211.96982219,ALL OTHER SOURCES
2014,rev,02,14714.697719609998,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2014,rev,03,3906.86364426,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2014,rev,06,10654.34650818,"SALES TAXES, gross of local share"
2014,rev,09,1276.4210643600002,"MOTOR FUEL TAX, gross of local share, net of refunds"
2014,rev,12,1454.4996584100002,"PUBLIC UTILITY TAXES, gross of PPRT"
2014,rev,15,859.86593195,CIGARETTE TAXES
2014,rev,18,279.58717856,LIQUOR GALLONAGE TAXES
2014,rev,21,259.09320991,INHERITANCE TAX
2014,rev,24,454.12842906000003,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2014,rev,27,211.14443114,CORP FRANCHISE TAXES & FEES
2014,rev,31,2413.0468030399998,MEDICAL PROVIDER ASSESSMENTS
2014,rev,33,1334.94659297,LOTTERY RECEIPTS
2014,rev,35,469.47081214,OTHER TAXES
2014,rev,36,1958.5712693399998,RECEIPTS FROM REVENUE PRODUCNG
2014,rev,39,1191.35281353,"LICENSES, FEES & REGISTRATIONS"
2014,rev,42,1510.80157434,MOTOR VEHICLE AND OPERATORS
2014,rev,48,477.36714304000003,RIVERBOAT WAGERING TAXES
2014,rev,54,597.0448476,GIFTS AND BEQUESTS
2014,rev,57,6462.11660582,FEDERAL OTHER
2014,rev,58,8878.0439977,FEDERAL MEDICAID
2014,rev,59,1738.3332169,FEDERAL TRANSPORTATION
2014,rev,78,1258.54202225,ALL OTHER SOURCES
2015,rev,02,13994.04930108,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2015,rev,03,3538.4633238,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2015,rev,06,11148.458136770001,"SALES TAXES, gross of local share"
2015,rev,09,1276.25272324,"MOTOR FUEL TAX, gross of local share, net of refunds"
2015,rev,12,1475.6799219700001,"PUBLIC UTILITY TAXES, gross of PPRT"
2015,rev,15,861.95373109,CIGARETTE TAXES
2015,rev,18,283.17717977999996,LIQUOR GALLONAGE TAXES
2015,rev,21,312.29700149,INHERITANCE TAX
2015,rev,24,466.69615604999996,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2015,rev,27,219.3942276,CORP FRANCHISE TAXES & FEES
2015,rev,31,1961.2767806099998,MEDICAL PROVIDER ASSESSMENTS
2015,rev,33,1261.4795070599998,LOTTERY RECEIPTS
2015,rev,35,614.32460671,OTHER TAXES
2015,rev,36,2116.04300415,RECEIPTS FROM REVENUE PRODUCNG
2015,rev,39,1223.01810292,"LICENSES, FEES & REGISTRATIONS"
2015,rev,42,1539.2705857,MOTOR VEHICLE AND OPERATORS
2015,rev,48,466.24060280000003,RIVERBOAT WAGERING TAXES
2015,rev,54,699.82297333,GIFTS AND BEQUESTS
2015,rev,57,6212.42931371,FEDERAL OTHER
2015,rev,58,10491.23628361,FEDERAL MEDICAID
2015,rev,59,2030.9343196999998,FEDERAL TRANSPORTATION
2015,rev,78,1536.7940598,ALL OTHER SOURCES
2016,rev,02,11950.111091230001,"INDIVIDUAL INCOME TAXES, gross of local, net of refunds"
2016,rev,03,2914.86042498,"CORPORATE INCOME TAXES, gross of PPRT, net of refunds"
2016,rev,06,11307.024867859998,"SALES TAXES, gross of local share"
2016,rev,09,1334.82797463,"MOTOR FUEL TAX, gross of local share, net of refunds"
2016,rev,12,1405.6592386099999,"PUBLIC UTILITY TAXES, gross of PPRT"
2016,rev,15,844.92884975,CIGARETTE TAXES
2016,rev,18,287.86510453,LIQUOR GALLONAGE TAXES
2016,rev,21,291.34919591,INHERITANCE TAX
2016,rev,24,519.48857435,"INSURANCE TAXES&FEES&LICENSES, net of refunds "
2016,rev,27,215.66423860000003,CORP FRANCHISE TAXES & FEES
2016,rev,31,1951.69786961,MEDICAL PROVIDER ASSESSMENTS
2016,rev,33,1303.3672075,LOTTERY RECEIPTS
2016,rev,35,695.18981791,OTHER TAXES
2016,rev,36,2196.9813344300005,RECEIPTS FROM REVENUE PRODUCNG
